http://dbpedia.org/ontology/Weapon,http://dbpedia.org/ontology/length
T7 Combat Car,5.12
Terry Carbine,0.7112
T-15,3.63
T.15,3.63
Vickers T-15 light tank,3.63
ZBL-09,8.0
ZBL-09,8.0
ZBL-08步兵战车,8.0
ZBL-09,8.0
Bersa Thunder 32,0.16764
Bersa Thunder 32,0.16764
Tsar Bomba,8.0
قنبلة القيصر,8.0
AN602,8.0
Bomba del Zar,8.0
Tsar Bomba,8.0
Bomba Zar,8.0
ツァーリ・ボンバ,8.0
Tsar Bomba,8.0
Car bomba,8.0
Tsar Bomba,8.0
Царь-бомба,8.0
沙皇炸彈,8.0
9K31 Strela-1,1.803
SA-9 Gaskin,1.803
9K311/9M311 Strela (Nombre OTAN: SA-9 Gaskin),1.803
Strela-1,1.803
9K31 Strela-1,1.803
9K31,1.803
Strzała-1,1.803
Стрела-1,1.803
9K31 Strela-1,1.803
9K31 Strela-1,5.8
SA-9 Gaskin,5.8
9K311/9M311 Strela (Nombre OTAN: SA-9 Gaskin),5.8
Strela-1,5.8
9K31 Strela-1,5.8
9K31,5.8
Strzała-1,5.8
Стрела-1,5.8
9K31 Strela-1,5.8
9K34 Strela-3,1.47
Strela-3,1.47
9K34 Strela-3,1.47
Strela-3,1.47
9K34 Strela-3,1.47
9K34,1.47
Strzała-3,1.47
Стрела-3,1.47
9K35 Strela-10,2.19
SA-13 Gopher,2.19
Strela-10,2.19
9K35 Strela-10,2.19
9K35,2.19
9K35 Strieła-10,2.19
Стрела-10,2.19
9K35 Strela-10,2.19
9K35箭-10,2.19
9K35 Strela-10,6.6
SA-13 Gopher,6.6
Strela-10,6.6
9K35 Strela-10,6.6
9K35,6.6
9K35 Strieła-10,6.6
Стрела-10,6.6
9K35 Strela-10,6.6
9K35箭-10,6.6
صاروخ إيغلا,1.574
9K38 Igla,1.574
SA-18 Grouse,1.574
9K38 Igla,1.574
Igla (missile),1.574
9K38 Igla,1.574
9K38 イグラ,1.574
9K38 Igła,1.574
Игла (переносной зенитный ракетный комплекс),1.574
9K38 Igla,1.574
SA-18防空飛彈,1.574
AAM-A-1 Firebird,2.1336
AAM-A-1 Firebird,2.1336
ADS (アサルトライフル),0.685
Автомат двухсредный специальный,0.685
ADS amphibious rifle,0.685
AGS-17,0.84
AGS-17 Plamja,0.84
AGS-17,0.84
AGS-17,0.84
Granatnik AGS-17,0.84
АГС-17,0.84
AGS-17烈火自動榴彈發射器,0.84
AGS-30,1.165
AGS-30,1.165
AGS-30,1.165
AGS-30,1.165
Granatnik AGS-30,1.165
АГС-30,1.165
AGS-30阿特蘭自動榴彈發射器,1.165
AGS-30,1.165
إيه.آي.إم-9 سايد وايندر,2.7432
AIM-9 Sidewinder,2.7432
AIM-9 Sidewinder,2.7432
AIM-9 Sidewinder,2.7432
AIM-9 Sidewinder,2.7432
サイドワインダー (ミサイル),2.7432
AIM-9 Sidewinder,2.7432
AIM-9 Sidewinder,2.7432
AIM-9 Sidewinder,2.7432
AIM-9 Sidewinder,2.7432
AIM-9 Sidewinder,2.7432
AIM-9響尾蛇飛彈,2.7432
AMC 34,3.98
AMC 34,3.98
AMC 34,3.98
AMC 34,3.98
AMC 1934,3.98
AMC 34,3.98
AMC 34,3.98
AMC 35,4.572
AMC 35,4.572
AMC 35,4.572
AMC 35,4.572
AMC 35,4.572
AMC 1935,4.572
AMC 35,4.572
AMC 35,4.572
AMC 35騎兵坦克,4.572
AMR 35,3.84
AMR 35,3.84
AMR 35,3.84
AMR 35,3.84
AMR 1935,3.84
AMR 35,3.84
AMR 35,3.84
AMR 35輕型坦克,3.84
ASU-57,3.48
ASU-57,3.48
ASU-57,3.48
ASU-57,3.48
ASU-57,3.48
ASU-57,3.48
АСУ-57,3.48
ASU-57空降自走炮,3.48
ASU-85,6.0
ASU-85,6.0
ASU-85,6.0
ASU-85,6.0
ASU-85,6.0
АСУ-85,6.0
ASU-85,6.0
Simonow AWS-36,1.23
AVS-36,1.23
AVS-36,1.23
AVS-36,1.23
シモノフM1936半自動小銃,1.23
AVS-36,1.23
Karabin AWS,1.23
Автоматическая винтовка Симонова,1.23
AVS-36自動步槍,1.23
Agram 2000,0.482
Agram 2000,0.482
Agram 2000,0.482
Agram 2000,0.482
Pistolet maszynowy Agram 2000,0.482
Agram 2000,0.482
BMP-1,6.735
بي إم بي-1,6.735
BMP-1,6.735
BMP-1,6.735
BMP-1,6.735
BMP-1,6.735
BMP-1,6.735
BMP (infanteriegevechtsvoertuig),6.735
BMP-1,6.735
БМП-1,6.735
BMP-1,6.735
BMP-1步兵戰車,6.735
BMP-2,6.72
بي إم بي-2,6.72
BMP-2,6.72
BMP-2,6.72
BMP-2,6.72
BMP-2,6.72
BMP-2,6.72
BMP-2,6.72
БМП-2,6.72
BMP-2,6.72
BMP-2步兵戰車,6.72
BMP-23,7.28
BMP-23,7.28
BMP-23,7.28
БМП-23,7.28
BMP-3,7.14
بي إم بي-3,7.14
BMP-3,7.14
BMP-3,7.14
BMP-3,7.14
BMP-3,7.14
BMP-3,7.14
BMP-3,7.14
BMP-3,7.14
БМП-3,7.14
BMP-3,7.14
BMP-3步兵戰車,7.14
Beretta 3032 Tomcat,0.125
Pistolet Beretta 3032 Tomcat,0.125
Beretta 3032 Tomcat,0.125
Bishop (artillery),5.4864
Bishop (Panzer),5.4864
Bishop (obusier),5.4864
Bishop (semovente),5.4864
ビショップ自走砲,5.4864
Bishop (artillerie),5.4864
Bishop (działo samobieżne),5.4864
Bishop,5.4864
主教式自行火炮,5.4864
صاروخ بريمستون,1.8
Brimstone (missile),1.8
Brimstone,1.8
Brimstone,1.8
Brimstone (missile),1.8
ブリムストーン (ミサイル),1.8
Brimstone (pocisk rakietowy),1.8
Brimstone missile,1.8
Brimstone (ракета),1.8
Browning Hi-Power,0.197
براوينغ هاي باور,0.197
FN Browning HP,0.197
FN Browning GP-35,0.197
Browning GP,0.197
Browning HP,0.197
FN ブローニング・ハイパワー,0.197
Pistolet Browning HP,0.197
Browning Hi-Power,0.197
Browning Hi-Power,0.197
Browning Hi-Power,0.197
白朗寧大威力手槍,0.197
Castle Bravo,4.5593
Castle Bravo,4.5593
Castle Bravo,4.5593
Castle Bravo,4.5593
Castle Bravo,4.5593
Castle Bravo,4.5593
Castle Bravo,4.5593
Кастл Браво,4.5593
تشالنجر 1,11.5
Challenger 1,11.5
Challenger 1,11.5
Challenger 1,11.5
Challenger 1,11.5
Challenger 1,11.5
チャレンジャー1,11.5
Challenger 1,11.5
Challenger 1,11.5
Челленджер (танк),11.5
Challenger 1,11.5
挑戰者1式戰車,11.5
Challenger 2,8.3
تشالنجر 2,8.3
Challenger 2,8.3
Challenger 2,8.3
FV4034 Challenger 2,8.3
Challenger 2,8.3
チャレンジャー2,8.3
Challenger 2,8.3
Challenger 2,8.3
Челленджер 2,8.3
Challenger 2,8.3
挑战者2坦克,8.3
Churchill tank,7.3152
Churchill (Panzer),7.3152
Tanque Churchill,7.3152
Churchill (char),7.3152
Mk IV Churchill,7.3152
チャーチル歩兵戦車,7.3152
Mk IV Churchill,7.3152
Mk IV Churchill,7.3152
Churchill Mk. IV,7.3152
Черчилль (танк),7.3152
丘吉爾戰車,7.3152
Colt SCAMP,0.289814
Colt Single Action Army,0.2794
Colt Single Action Army,0.2794
Colt Single Action Army,0.2794
Colt Single Action Army,0.2794
Colt Single Action Army,0.2794
コルト・シングル・アクション・アーミー,0.2794
Colt Single Action Army,0.2794
Colt Single Action Army,0.2794
Colt Single Action Army,0.2794
柯爾特單動式陸軍轉輪手槍,0.2794
Coventry armoured car,4.71
Coventry (autoblindo),4.71
コベントリー装甲車,4.71
M21A5瘋馬狙擊步槍,1.118
Crazy Horse rifle,1.118
Cromwell tank,6.096
Cromwell (Panzer),6.096
Mk VIII Cromwell,6.096
Mk VIII Cromwell,6.096
Cromwell (char),6.096
クロムウェル巡航戦車,6.096
Cruiser Cromwell,6.096
Mk VIII Cromwell,6.096
Cromwell Mk VIII (A27M),6.096
Кромвель (танк),6.096
克倫威爾坦克,6.096
Cruiser Mk VIII Challenger,7.9248
Cruiser Mk VIII Challenger,7.9248
Mk VIII Challenger,7.9248
Challenger (char),7.9248
チャレンジャー巡航戦車,7.9248
Cruiser Mk VIII Challenger,7.9248
Mk VIII Challenger,7.9248
Cruiser Mk VIII Challenger,7.9248
Челленджер (крейсерский танк),7.9248
Mk.VIII挑戰者巡航坦克,7.9248
Dodge WC,4.4958
ダッジ WC,4.4958
Dodge WC,4.4958
Dodge WC,4.4958
Dodge WC,4.4958
Dodge WC,4.4958
Dodge WC series,4.4958
Dragunov sniper rifle,1.225
دراغونوف,1.225
Dragunow-Scharfschützengewehr,1.225
Fusil de francotirador Dragunov,1.225
SVD,1.225
SVD Dragunov,1.225
ドラグノフ狙撃銃,1.225
Snajperskaja Vintovka Dragoenova,1.225
Karabin SWD,1.225
Dragunov,1.225
Снайперская винтовка Драгунова,1.225
SVD狙擊步槍,1.225
FGM-172 SRAW,0.705
FGM-172 SRAW,0.705
FGM-172 SRAW,0.705
FGM-172 SRAW,0.705
FGM-172 SRAW,0.705
FGM-172 SRAW,0.705
FGM-172 SRAW,0.705
FGM-172 SRAW,0.705
FGM-172 SRAW,0.705
FN CAL,0.98
FN CAL,0.98
FN CAL,0.98
FN CAL,0.98
FN CAL,0.98
FN CAL,0.98
Karabin FN CAL,0.98
FN CAL,0.98
FN CAL,0.98
FN CAL突擊步槍,0.98
فن فنك,0.997
FN FNC,0.997
FN FNC,0.997
FN FNC,0.997
FN FNC,0.997
FN FNC,0.997
Karabin FN FNC,0.997
FN FNC,0.997
FN FNC,0.997
FN FNC,0.997
FN FNC突擊步槍,0.997
FV103 Spartan,5.16
FV-103 Spartan,5.16
FV103 スパルタン,5.16
FV103 Spartan,5.16
Combat Engineer Tractor FV 180,7.54
FV180 Combat Engineer Tractor,7.54
فهد (ناقلة جنود),6.0
Fahd,6.0
ファハド装甲兵員輸送車,6.0
FAHD,6.0
Фахд (бронетранспортёр),6.0
Fahd (armored personnel carrier),6.0
GAU-12 Equalizer,2.11328
GAU-12,2.11328
GAU-12 Equalizer,2.11328
GAU-12 Equalizer,2.11328
GAU-12 イコライザー,2.11328
Działko GAU-12,2.11328
GAU-12平衡者机炮,2.11328
جي سي تي 155مم,10.25
AMX-30 AuF1,10.25
AMX AuF1,10.25
AMX 30 AuF1,10.25
AMX30 AuF1 155mm自走榴弾砲,10.25
AMX Au F1,10.25
AMX-30 AuF.1,10.25
GCT 155mm,10.25
GP-25,0.323
GP-30,0.323
GP-25,0.323
GP-30,0.323
GP-25,0.323
GP-25,0.323
Granatnik GP-25,0.323
GP-25,0.323
ГП-25,0.323
GP-25附加型榴彈發射器,0.323
HMS Galatea (1776),32.9184
HMS Nelson (1814),62.484
HMS Spencer (1795),28.0416
بي اس جي-1,1.23
Heckler & Koch PSG1,1.23
HK PSG1,1.23
Heckler & Koch PSG1,1.23
HK PSG1,1.23
Heckler & Koch PSG1,1.23
H&K PSG1,1.23
Heckler & Koch PSG1,1.23
Karabin HK PSG1,1.23
Heckler & Koch PSG1,1.23
HK PSG1,1.23
HK PSG1狙擊步槍,1.23
Hermes (armement),3.5
Гермес (ракетный комплекс),3.5
Hermes (missile),3.5
High Standard HDM,0.350901
High Standard HDM,0.350901
High Standard HDM,0.350901
High Standard HDM,0.350901
كيه2 بلاك بينثر,10.8
K2 Black Panther,10.8
K2 Black Panther,10.8
K2 Black Panther,10.8
K2 Black Panther,10.8
K2 Black Panther,10.8
K2 (戦車),10.8
K2 Black Panther,10.8
K2 Black Panther,10.8
K2 Чёрная пантера,10.8
K2 Black Panther,10.8
K2主戰坦克,10.8
Terrängbil m/42 KP,6.3
Tgbil m/42 KP,6.3
KP-bil,6.3
KRISS Vector,0.61722
TDI Vector,0.61722
KRISS Vector,0.61722
KRISS Vector,0.61722
KRISS Vector,0.61722
クリス ヴェクター,0.61722
Pistolet maszynowy TDI Vector,0.61722
KRISS Vector,0.61722
KRISS Vector衝鋒槍,0.61722
Mörser Karl,11.15
Karl-Gerät,11.15
Mörser Gerät 040,11.15
Karl-Gerät,11.15
Mortier Karl,11.15
カール自走臼砲,11.15
60-cm Karl Gerät 040,11.15
Karl-Gerät,11.15
Карл (самоходная мортира),11.15
Karl-Gerät,11.15
卡爾臼炮,11.15
Mörser Karl,11.37
Karl-Gerät,11.37
Mörser Gerät 040,11.37
Karl-Gerät,11.37
Mortier Karl,11.37
カール自走臼砲,11.37
60-cm Karl Gerät 040,11.37
Karl-Gerät,11.37
Карл (самоходная мортира),11.37
Karl-Gerät,11.37
卡爾臼炮,11.37
LIM-49 Spartan,16.8148
LIM-49 Spartan,16.8148
LIM-49A Spartan,16.8148
LIM-49A Spartan,16.8148
LIM-49 (ミサイル),16.8148
LIM-49A Spartan,16.8148
Спартан (ракета),16.8148
Lewis gun,1.2827
سلاح لويس,1.2827
Lewis Gun,1.2827
Ametralladora Lewis,1.2827
Lewis Mark I,1.2827
Lewis (mitragliatrice),1.2827
ルイス軽機関銃,1.2827
Lewis M.20,1.2827
Karabin maszynowy Lewis,1.2827
Lewis (metralhadora),1.2827
Пулемёт Льюиса,1.2827
路易士機槍,1.2827
M3 Lee,5.4864
إم 3 لي,5.4864
M3 Lee/Grant,5.4864
M3 Lee/Grant,5.4864
Char M3 Lee,5.4864
M3 Lee/Grant,5.4864
M3中戦車,5.4864
M3 Grant,5.4864
M3 Lee,5.4864
M3 Lee,5.4864
M3 (танк),5.4864
M3李戰車,5.4864
M728 combat engineer vehicle,8.83
Combat Engineer Vehicle M728,8.83
M728戦闘工兵車,8.83
M728 (боевая инженерная машина),8.83
لاو إم 72,0.62992
M72 LAW,0.62992
M72 (Waffe),0.62992
M72 LAW,0.62992
M72 LAW,0.62992
M72 LAW,0.62992
M72 LAW,0.62992
Granatnik M72 LAW,0.62992
M72 LAW,0.62992
M72 LAW,0.62992
M72輕型反裝甲武器,0.62992
MBT LAW,1.016
NLAW,1.016
NLAW,1.016
MBT LAW,1.016
MBT LAW反坦克飛彈,1.016
MILAN,1.2
الصاروخ ميلان,1.2
MILAN,1.2
MILAN,1.2
Milan (missile),1.2
MILAN,1.2
ミラン (ミサイル),1.2
MILAN,1.2
Milan (pocisk),1.2
MILAN,1.2
Милан (ПТРК),1.2
米蘭反坦克飛彈,1.2
MQR-13 BMTS,7.89
MRO-A,0.9
MSP Groza,0.115
МСП (пистолет),0.115
MSP Groza silent pistol,0.115
Mare's Leg,0.6096
Mare's Leg,0.6096
Mauser HSc,0.152
Mauser HSc,0.152
Mauser HSc,0.152
Mauser HSc,0.152
Mauser HSc,0.152
モーゼルHSc,0.152
Pistolet Mauser HSc,0.152
Mauser HSc,0.152
Mauser HSc,0.152
Maxim gun,1.079
رشاش ماكسيم,1.079
Maxim-Maschinengewehr,1.079
Ametralladora Maxim,1.079
Maxim (mitragliatrice),1.079
Mitrailleuse Maxim,1.079
マキシム機関銃,1.079
Maxim (machinegeweer),1.079
Karabin maszynowy Maxim,1.079
Maxim (metralhadora),1.079
Пулемёт Максима,1.079
马克沁机枪,1.079
Maxim-Tokarev,1.33
Maxim–Tokarev,1.33
МТ (пулемёт),1.33
馬克沁-托卡諾夫M1925輕機槍,1.33
9mm機関けん銃,0.399
Pistolet maszynowy Minebea M-9,0.399
Minebea PM-9,0.399
美蓓亞PM-9衝鋒槍,0.399
Missile Moyenne Portée,1.3
Missile moyenne portée,1.3
Missile Moyenne Portée,1.3
Norinco CQ M311,0.987
Norinco CQ,0.987
CQ 311,0.987
"CQ 5,56",0.987
CQ突擊步槍,0.987
SS-23 Spider,7.53
OTR-23 Oka,7.53
OTR-23,7.53
R-400 Oka (SS-23 Spider),7.53
Ока (ОТРК),7.53
PPD-40,0.788
PPD-40,0.788
PPD-40,0.788
PPD 38,0.788
PPD-40,0.788
PPD-40短機関銃,0.788
Pistolet maszynowy PPD,0.788
PPD-40,0.788
PPD-40,0.788
Пистолет-пулемёт Дегтярёва,0.788
PPD-40冲锋枪,0.788
PSL-Scharfschützengewehr,1.15
Fusil de francotirador PSL,1.15
Puşca Semiautomată cu Lunetă,1.15
Fusil de précision FPK,1.15
PSL狙撃銃,1.15
Karabin PSL,1.15
PSL (винтовка),1.15
PSL狙擊步槍,1.15
PSL (rifle),1.15
PSS (Pistole),0.165
Pistola PSS,0.165
PSS silent pistol,0.165
PSS (拳銃),0.165
Pistolet PSS,0.165
ПСС (пистолет),0.165
PSS消音手槍,0.165
Palletized load system,10.795
Oshkosh PLS,10.795
Granatnik RG-6,0.69
6Г30,0.69
RG-6轉輪式榴彈發射器,0.69
RG-6 grenade launcher,0.69
ستاندارد ميسايل 3,6.55
RIM-161 Standard Missile 3,6.55
RIM-161 Standard Missile 3,6.55
RIM-161 Standard Missile 3,6.55
RIM-161スタンダード・ミサイル3,6.55
RIM-161 Standard Missile 3,6.55
RIM-161 Standard Missile 3,6.55
SM-3,6.55
RIM-161导弹,6.55
Rhino Heavy Armoured Car,4.6
Rhino (autoblindo),4.6
ライノー重装甲車,4.6
Rhino (samochód pancerny),4.6
SAR 21,0.805
SAR-21,0.805
SAR 21,0.805
SAR 21,0.805
SAR21,0.805
Karabin SAR-21,0.805
SAR-21,0.805
SAR 21突擊步槍,0.805
Gorjunow SG-43,1.15
SG-43 Goryunov,1.15
Goriunov SG-43 / SGM,1.15
Goriounov SG-43,1.15
SG-43 Goryunov,1.15
SG-43重機関銃,1.15
Karabin maszynowy SG-43,1.15
SG-43 Gorjoenov,1.15
СГ-43,1.15
SG-43 Goryunov,1.15
SG-43中型機槍,1.15
SMK (Panzer),8.75
SMK (char),8.75
SMK (carro armato),8.75
SMK (戦車),8.75
SMK tank,8.75
SMK,8.75
СМК (танк),8.75
Таран (противотанковая САУ),6.87
"SU-152 ""Taran""",6.87
Spencer repeating rifle,1.1938
Spencer (Gewehr),1.1938
Fusil Spencer,1.1938
Spencer (arme),1.1938
スペンサー銃,1.1938
Karabin Spencera,1.1938
Винтовка Спенсера,1.1938
سبايك (صاروخ),1.67
Spike (Panzerabwehrlenkwaffe),1.67
Misil Spike,1.67
Spike (missile),1.67
Spike (missile),1.67
Spike (missile),1.67
スパイク (ミサイル),1.67
Spike (raket),1.67
Spike (pocisk),1.67
Спайк (ПТРК),1.67
Spike (míssil),1.67
Sterling SAR-87,0.95
SAR-87,0.95
Sterling SAR-87,0.95
Sterling SAR-87,0.95
Sterling SAR-87,0.95
Steyr Scout,0.98
Steyr Scout,0.98
ステアー・スカウト,0.98
Steyr Scout,0.98
斯泰爾斥候步槍,0.98
Thompson submachine gun,0.8509
Thompson (Maschinenpistole),0.8509
Subfusil Thompson,0.8509
Thompson (pistolet-mitrailleur),0.8509
Thompson Submachine Gun,0.8509
Thompsonpistoolmitrailleur,0.8509
トンプソン・サブマシンガン,0.8509
Pistolet maszynowy Thompson,0.8509
Thompson (submetralhadora),0.8509
Пистолет-пулемёт Томпсона,0.8509
汤普森冲锋枪,0.8509
Uzi,0.445
عوزي,0.445
Uzi,0.445
Uzi,0.445
Uzi,0.445
IMI Uzi,0.445
UZI (SMG),0.445
Uzi-pistoolmitrailleur,0.445
Pistolet maszynowy Uzi,0.445
Uzi,0.445
Uzi,0.445
烏茲衝鋒槍,0.445
Vickers A1E1 Independent,7.3152
Vickers A1E1 Independent,7.3152
Vickers A1E1 Independent,7.3152
Vickers A1E1 Independent,7.3152
A1E1 インディペンデント重戦車,7.3152
Vickers A1E1 Independent,7.3152
Vickers A1E1 Independent,7.3152
A1E1 «Independent»,7.3152
維克斯A1E1獨立號重型坦克,7.3152
Whitney Wolverine,0.2286
Whitney Wolverine,0.2286
Winchester rifle,1.25222
Winchester (Gewehr),1.25222
Winchester (arma),1.25222
Carabina Winchester,1.25222
Winchester 1866,1.25222
ウィンチェスターライフル,1.25222
Karabin Winchester M1866,1.25222
Winchester (rifle),1.25222
Винчестер (винтовка),1.25222
溫徹斯特步槍,1.25222
IMI Galil,0.85
إم آي إم غاليل,0.85
IMI Galil,0.85
IMI Galil,0.85
IMI Galil,0.85
IMI Galil,0.85
IMI ガリル,0.85
Galil,0.85
Karabin Galil,0.85
Galil,0.85
Галиль (автомат),0.85
IMI Galil突擊步槍,0.85
M4 Sherman,5.842
إم 4 شيرمان,5.842
M4 Sherman,5.842
M4 Sherman,5.842
M4 Sherman,5.842
M4 Sherman,5.842
M4中戦車,5.842
M4 Sherman,5.842
M4 Sherman,5.842
M4 Sherman,5.842
Шерман (танк),5.842
M4雪曼戰車,5.842
Rapier (missile),2.235
Rapier (Rakete),2.235
Rapier (missile),2.235
Rapier,2.235
レイピアミサイルシステム,2.235
Rapier (raketsysteem),2.235
Rapier (pocisk rakietowy),2.235
Рапира (ЗРК),2.235
SA80,0.785
بندقية L85A1,0.785
SA80,0.785
SA80,0.785
L85,0.785
Enfield SA-80,0.785
L85,0.785
L85A1,0.785
Karabin L85,0.785
SA80,0.785
SA80,0.785
SA80突擊步槍,0.785
BPM-97,5.3
Kamaz BPM-97 ''Vystrel'',5.3
BPM-97,5.3
КамАЗ-43269,5.3
BPM-97,5.3
Beretta ARX-160,0.755
Beretta ARX-160,0.755
Beretta ARX 160,0.755
Beretta ARX 160,0.755
ベレッタ ARX160,0.755
Karabin Beretta ARX 160,0.755
Beretta ARX-160,0.755
Beretta ARX160,0.755
貝瑞塔ARX-160突擊步槍,0.755
CIS 40 AGL,0.966
CIS-40-AFL,0.966
CIS 40 AGL,0.966
CIS 40 AGL自动榴弹发射器,0.966
CIS 40 GL,0.655
Granatnik CIS 40GL,0.655
CIS 40 GL,0.655
CIS 40 GL附加型榴彈發射器,0.655
CIS 50MG,1.778
CIS .50,1.778
CIS 50MG,1.778
CIS 50MG,1.778
CIS 50MG重機槍,1.778
P-83 Wanad,0.165
ZM LUZNIK P-83,0.165
Pistolet P-83,0.165
FB Wanad,0.165
P-83,0.165
P-83釩式手槍,0.165
جي اس اتش-18,0.184
Pistolet GSz-18,0.184
GSh-18,0.184
ГШ-18,0.184
GSh-18手槍,0.184
U 714,67.1
U-714,67.1
German submarine U-714,67.1
Howa Typ 96,0.975
Howa Tipo 96,0.975
96式40mm自動てき弾銃,0.975
Howa Type 96,0.975
豐和96式40毫米自動榴彈發射器,0.975
Kahr PM series,0.137668
OTs-01 Kobalt,0.2
Револьвер РСА,0.2
OTs-21 Malysh,0.126
ОЦ-21,0.126
مسدس ف-96,0.152
P-96 pistol,0.152
П-96,0.152
Pindad SS2,0.99
Pindad SS-2,0.99
Pindad SS2,0.99
Pindad SS2,0.99
SA M-7,0.9
Strzelba Sajga,0.9
Saiga semi-automatic rifle,0.9
Сайга (огнестрельное оружие),0.9
Saiga半自動步槍,0.9
Udar revolver,0.173
Р-92,0.173
VSK-94,0.932
VSK-94,0.932
VSK-94,0.932
Karabin WSK-94,0.932
VSK-94,0.932
ВСК-94,0.932
VSK-94狙擊步槍,0.932
38M Toldi,4.75
38إم تولدي,4.75
38M Toldi,4.75
Toldi,4.75
38M Toldi,4.75
38M Toldi,4.75
トルディ (戦車),4.75
Toldi,4.75
38.M Toldi I,4.75
Толди (танк),4.75
7TP,4.6
7 تي بي,4.6
7TP,4.6
7TP,4.6
Char 7TP,4.6
7TP,4.6
7TP,4.6
7TP,4.6
7TP,4.6
7TP,4.6
7TP戰車,4.6
Gewehr 43,1.13
Gewehr 43,1.13
Gewehr 43,1.13
Walther G43,1.13
Walther Gewehr 43,1.13
ワルサーGew43半自動小銃,1.13
Gewehr 43,1.13
Karabin Gew43,1.13
Gewehr 43,1.13
Gewehr 43,1.13
Gew 43步枪,1.13
Heckler & Koch MP7,0.638
HK MP7,0.638
Heckler & Koch MP7,0.638
HK MP7,0.638
Heckler & Koch MP7,0.638
H&K MP7,0.638
Heckler & Koch MP7,0.638
Pistolet maszynowy MP7,0.638
HK MP7,0.638
HK MP7衝鋒槍,0.638
Hetzer,6.38
هتزر,6.38
Jagdpanzer 38(t),6.38
Hetzer,6.38
Jagdpanzer 38(t),6.38
Hetzer,6.38
軽駆逐戦車ヘッツァー,6.38
Hetzer,6.38
Jagdpanzer 38(t),6.38
Hetzer,6.38
Jagdpanzer 38 (t),6.38
追獵者式坦克殲擊車,6.38
IMI Negev,1.02
IMI Negev,1.02
IMI Negev,1.02
IMI Negev,1.02
IMI ネゲヴ,1.02
Karabin maszynowy Negev,1.02
Негев (пулемёт),1.02
內蓋夫輕機槍,1.02
M3 Stuart,4.572
M3 Stuart,4.572
M3 Stuart,4.572
Char M3 Stuart,4.572
M3/M5 Stuart,4.572
M3軽戦車,4.572
M3-M5 Stuart,4.572
M3/M5 Stuart,4.572
M3 Stuart,4.572
Стюарт (танк),4.572
M3/M5斯圖亞特坦克,4.572
MIM-14 Nike Hercules,12.4968
Nike Hercules,12.4968
MIM-14 Nike Hercules,12.4968
MIM-14 Nike-Hercules,12.4968
MIM-14 (ミサイル),12.4968
Nike-Hercules,12.4968
MIM-14 Nike Hercules,12.4968
MIM-14 Nike-Hercules,12.4968
Panzer 35(t),4.9
بانزر 35,4.9
Panzerkampfwagen 35(t),4.9
LT vz.35,4.9
Panzerkampfwagen 35(t),4.9
LT vz. 35,4.9
LT-35,4.9
Panzerkampfwagen 35(t),4.9
LT vz. 35,4.9
LT vz.35,4.9
Panzer 35(t),4.9
LT-35戰車,4.9
Panzer 38(t),4.61
بانزر 38,4.61
ČKD-Praga TNH,4.61
Panzer 38(t),4.61
Panzerkampfwagen 38(t),4.61
Panzer 38(t),4.61
LT-38,4.61
Panzerkampfwagen 38(t),4.61
Lehky Tank vz. 38,4.61
LT vz.38,4.61
Panzer 38(t),4.61
LT-38戰車,4.61
Vickers 6-Ton,4.88
فيكرز 6 طن,4.88
Vickers 6-ton,4.88
Vickers 6-ton,4.88
Vickers 6-Ton,4.88
Vickers 6-Ton,4.88
ヴィッカース 6トン戦車,4.88
Vickers E,4.88
Vickers 6-Ton,4.88
Vickers Mk E,4.88
維克斯六噸坦克,4.88
Gewehr 41,1.14
Gewehr 41,1.14
Gewehr 41,1.14
Mauser G41,1.14
Gewehr 41,1.14
Karabin Gew41(M),1.14
Gewehr 41,1.14
Gew 41步槍,1.14
Mauser BK-27,2.31
Mauser BK-27,2.31
Mauser BK 27,2.31
Mauser BK-27,2.31
マウザー BK-27,2.31
Działko Mauser BK-27,2.31
BK-27機炮,2.31
Jagdtiger,10.65
Jagdpanzer VI Jagdtiger,10.65
Jagdtiger,10.65
Jagdpanzer VI,10.65
Jagdpanzer VI Jagdtiger,10.65
ヤークトティーガー,10.65
Jagdtiger,10.65
Jagdtiger,10.65
Ягдтигр,10.65
Jagdtiger,10.65
獵虎式驅逐戰車,10.65
Long rifle,1.3716
Fusil largo,1.3716
Longrifle,1.3716
M1903 Springfield,1.097
Springfield M1903,1.097
Springfield M1903,1.097
Springfield M1903,1.097
Springfield M1903,1.097
スプリングフィールドM1903小銃,1.097
Springfield M1903,1.097
Karabin Springfield M1903,1.097
M1903 Springfield,1.097
Springfield M1903,1.097
M1903春田步槍,1.097
MK 108 cannon,1.057
MK 108,1.057
MK 108,1.057
MK 108,1.057
Rheinmetall-Borsig MK 108,1.057
MK 108 機関砲,1.057
Działko MK 108,1.057
Canhão MK108,1.057
MK 108,1.057
MK-108航空机炮,1.057
MK 108 cannon,2.0
MK 108,2.0
MK 108,2.0
MK 108,2.0
Rheinmetall-Borsig MK 108,2.0
MK 108 機関砲,2.0
Działko MK 108,2.0
Canhão MK108,2.0
MK 108,2.0
MK-108航空机炮,2.0
Ansaldo Armored Car (1925),4.6
Brummbär,5.93
Sturmpanzer IV,5.93
Sturmpanzer IV,5.93
Sturmpanzer IV,5.93
Brummbär,5.93
ブルムベア,5.93
Brummbär,5.93
Sturmpanzer,5.93
